"PUMA_CODE","STATE_NAME","STATE_ABBR","STATE_FIPS","PUMA_NAME","METRO_STATUS","POP10","POP17","ALAND_SQMI","AWATER_SQMI","INTPTLAT","INTPTLONG","DENSITY","URBAN_STATUS"
"0607902","California","CA","06","San Luis Obispo County (East)--Inland Region PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",106588,108309,2714.406,17.518,35.388624,-120.309676,39.2675229866129,"Rural"
"0608101","California","CA","06","San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town PUMA","In metropolitan area: Not in central/principal city",137297,145272,25.408,2.339,37.636995,-122.477431,5403.69175062972,"Suburban"
"0608102","California","CA","06","San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",117380,123162,26.02,3.528,37.651988,-122.414404,4511.14527286703,"Suburban"
"0608103","California","CA","06","San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities PUMA","In metropolitan area: Not in central/principal city",104258,109798,18.876,2.217,37.57665,-122.358153,5523.31002331002,"Suburban"
"0608104","California","CA","06","San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities PUMA","In metropolitan area: Not in central/principal city",118704,128643,286.867,278.201,37.414664,-122.371542,413.794545904548,"Suburban"
"0608105","California","CA","06","San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",127245,136916,31.542,4.366,37.504922,-122.242339,4034.14494959102,"Suburban"
"0608106","California","CA","06","San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",113567,119595,59.695,1.9,37.426207,-122.22469,1902.45414188793,"Rural"
"0608301","California","CA","06","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",121676,128223,35.195,0.606,34.915937,-120.440071,3457.19562437846,"Suburban"
"0608302","California","CA","06","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",102551,104992,2351.398,17.828,34.737503,-120.035224,43.6127784407404,"Rural"
"0608303","California","CA","06","Santa Barbara County--South Coast Region PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",199668,209226,348.493,1035.559,33.974615,-120.147789,572.946945849701,"Rural"
"0608501","California","CA","06","Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",195320,207446,95.892,3.59,37.360841,-122.113454,2036.87481750302,"Suburban"
"0608502","California","CA","06","Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",146619,158661,39.039,2.608,37.410909,-122.003591,3755.70583262891,"Suburban"
"0608503","California","CA","06","Santa Clara County (Northwest)--San Jose (Northwest) & Santa Clara Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",130275,147078,25.55,0,37.374125,-121.954198,5098.82583170254,"Suburban"
"0608504","California","CA","06","Santa Clara County (North Central)--Milpitas & San Jose (Northeast) Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",128989,139588,26.281,0.06,37.426518,-121.875707,4908.07046916023,"Suburban"
"0608505","California","CA","06","Santa Clara County (North Central)--San Jose City (East Central) & Alum Rock PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",106040,114200,28.683,0.096,37.374983,-121.801186,3696.96335808667,"Suburban"
"0608506","California","CA","06","Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",110301,120582,830.436,5.823,37.213101,-121.550377,132.822999002933,"Rural"
"0608507","California","CA","06","Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",136555,141553,102.342,1.005,37.206327,-121.969394,1334.30067811847,"Rural"
"0608508","California","CA","06","Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",133422,137432,15.323,0.088,37.294437,-121.972817,8707.30274750375,"Suburban"
"0608509","California","CA","06","Santa Clara County (Central)--San Jose City (Northwest) PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",121804,135735,15.216,0,37.338501,-121.90558,8004.99474237645,"Suburban"
"0608510","California","CA","06","Santa Clara County (Central)--San Jose City (Central) PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",150464,159763,19.2,0.007,37.295807,-121.878903,7836.66666666667,"Suburban"
"0608511","California","CA","06","Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",104222,110149,12.891,0.006,37.258407,-121.882102,8084.86540997595,"Suburban"
"0608512","California","CA","06","Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",105399,109568,38.063,0.679,37.209916,-121.830069,2769.06707301053,"Suburban"
"0608513","California","CA","06","Santa Clara County (Central)--San Jose City (Southeast/Evergreen) PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",108883,118858,32.275,0.007,37.285142,-121.766556,3373.60185902401,"Suburban"
"0608514","California","CA","06","Santa Clara County (Central)--San Jose City (East Central/East Valley) PUMA","In metropolitan area: In central/principal city",103349,109694,8.908,0,37.342436,-121.838383,11601.8185900314,"Urban"
"0608701","California","CA","06","Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",141949,145969,402.029,5.925,37.074031,-122.011027,353.081494121071,"Rural"
"0608702","California","CA","06","Santa Cruz County (South & Coastal)--Santa Cruz City PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",120433,127189,43.141,156.071,36.900407,-122.000319,2791.61354627848,"Suburban"
"0608900","California","CA","06","Shasta County--Redding City PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",177223,178878,3775.402,72.02,40.760521,-122.04355,46.9414912637118,"Rural"
"0609501","California","CA","06","Solano County (Southwest)--Vallejo & Benicia Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",144838,150235,69.024,39.638,38.10278,-122.21823,2098.3715808994,"Suburban"
"0609502","California","CA","06","Solano County (Central)--Fairfield & Suisun City Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",138815,147207,209.851,32.17,38.207303,-122.029667,661.493154666883,"Rural"
"0609503","California","CA","06","Solano County (Northeast)--Vacaville & Dixon Cities PUMA","In metropolitan area: Not in central/principal city",129691,137426,542.89,12.619,38.325899,-121.843974,238.890014551751,"Suburban"
"0609701","California","CA","06","Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",179083,185577,1352.857,188.945,38.557542,-122.964355,132.373931612876,"Rural"
"0609702","California","CA","06","Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities PUMA","In metropolitan area: Not in central/principal city",120153,123584,132.999,2.914,38.250941,-122.60098,903.412807615095,"Suburban"
"0609703","California","CA","06","Sonoma County (Central)--Santa Rosa City PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",184642,191647,89.993,0.238,38.431066,-122.726896,2051.73735735002,"Suburban"
"0609901","California","CA","06","Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",113557,119293,761.055,3.095,37.429536,-121.216554,149.209978253871,"Rural"
"0609902","California","CA","06","Stanislaus County (Central)--Modesto City (West) PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",118448,124453,28.062,0.233,37.655926,-121.024557,4220.93934858528,"Suburban"
"0609903","California","CA","06","Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",174119,181863,685.144,16.484,37.697777,-120.749139,254.134897189496,"Rural"
"0609904","California","CA","06","Stanislaus County (Central)--Modesto City (East) PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",108329,110211,20.565,0.048,37.664956,-120.960344,5267.63919280331,"Suburban"
"0610100","California","CA","06","Sutter & Yuba Counties--Yuba City PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",166892,170245,1234.249,18.049,39.165064,-121.50141,135.217448018998,"Rural"
"0610701","California","CA","06","Tulare County (Northwest)--Visalia City PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",135978,142868,136.42,0.255,36.358346,-119.346797,996.760005864243,"Rural"
"0610702","California","CA","06","Tulare County (West Central)--Tulare & Porterville Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",149481,154614,399.177,4.761,36.132782,-119.243317,374.472978152549,"Rural"
"0610703","California","CA","06","Tulare County (Outside Visalia, Tulare & Porterville Cities) PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",156720,161493,4288.617,9.42,36.224584,-118.736609,36.543249257278,"Rural"
"0611101","California","CA","06","Ventura County (Southeast)--Simi Valley City PUMA","In metropolitan area: Not in central/principal city",113229,114854,48.694,1.062,34.261206,-118.73621,2325.31728755083,"Suburban"
"0611102","California","CA","06","Ventura County (Southeast)--Thousand Oaks City PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",150075,153113,85.395,0.124,34.193633,-118.821112,1757.42139469524,"Rural"
"0611103","California","CA","06","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",195386,200420,27.381,2.587,34.17395,-119.198554,7135.82411161024,"Suburban"
"0611104","California","CA","06","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",119372,125214,47.743,2.176,34.26828,-119.22628,2500.30370944432,"Suburban"
"0611105","California","CA","06","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",119708,123457,1430.763,12.672,34.533691,-119.121362,83.6672460777921,"Rural"
"0611106","California","CA","06","Ventura County (South Central)--Camarillo & Moorpark Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",125548,130711,203.156,346.628,34.071037,-119.016316,617.988147039713,"Rural"
"0611300","California","CA","06","Yolo County--Davis, Woodland & West Sacramento Cities PUMA","In metropolitan area: Not in central/principal city",200849,212251,1014.689,8.868,38.679268,-121.903178,197.941438214073,"Suburban"
"0800100","Colorado","CO","08","Northeast Colorado--Eastern Plains Region PUMA","Metropolitan status indeterminable (mixed)",110399,108869,23787.486,111.451,39.567976,-103.198726,4.64105370361542,"Rural"
"0800102","Colorado","CO","08","Larimer County (South)--Loveland City PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",115164,128463,723.791,13.672,40.402154,-105.388534,159.112229911673,"Rural"
"0800103","Colorado","CO","08","Larimer County (North)--Fort Collins City PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",184466,202633,1872.21,24.28,40.768862,-105.482154,98.5284770405029,"Rural"
"0800200","Colorado","CO","08","Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties PUMA","Not in metropolitan area",100359,101750,13273.813,23.887,40.210321,-107.927704,7.56067604689022,"Rural"
"0800300","Colorado","CO","08","Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",172967,194331,568.856,8.149,40.445342,-104.727846,304.061133221764,"Rural"
"0800400","Colorado","CO","08","Eagle, Summit, Grand & Jackson Counties PUMA","Not in metropolitan area",113576,117241,6723.637,51.181,39.958986,-106.450899,16.8920481578646,"Rural"
"0800600","Colorado","CO","08","Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA","Metropolitan status indeterminable (mixed)",103776,105371,7729.702,30.176,38.517939,-105.549376,13.4256145967852,"Rural"
"0800700","Colorado","CO","08","Pueblo County (North)--Pueblo City & Pueblo West PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",150830,155296,1273.971,8.617,38.318119,-104.578044,118.393589806989,"Rural"
"0800800","Colorado","CO","08","Southeast Colorado PUMA","Metropolitan status indeterminable (mixed)",100276,98244,19250.414,33.158,37.350322,-103.316898,5.20903082915515,"Rural"
"0800801","Colorado","CO","08","DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA","Metropolitan status indeterminable (mixed)",101056,103284,1566.108,8.667,39.80488,-105.468265,64.5268397837186,"Rural"
"0800802","Colorado","CO","08","Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA","Metropolitan status indeterminable (mixed)",154539,172685,304.221,8.344,40.15708,-105.043586,507.982683641169,"Rural"
"0800803","Colorado","CO","08","Boulder County (Central)--Boulder City PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",113853,122890,69.924,3.787,40.033622,-105.22496,1628.23923116526,"Rural"
"0800804","Colorado","CO","08","Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA","Metropolitan status indeterminable (mixed)",140132,157498,114.069,3.759,39.943773,-105.09857,1228.48451375922,"Rural"
"0800805","Colorado","CO","08","Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",117899,124826,28.756,0.546,39.890255,-105.027293,4099.97913478926,"Suburban"
"0800806","Colorado","CO","08","Adams County (West Central)--Thornton & Federal Heights Cities PUMA","In metropolitan area: Not in central/principal city",135704,149193,31.654,0.72,39.900736,-104.952022,4287.10431541037,"Suburban"
"0800807","Colorado","CO","08","Adams County (West Central)--Commerce City & Brighton Cities PUMA","In metropolitan area: Not in central/principal city",151662,170637,184.123,6.526,39.90371,-104.812454,823.699374874405,"Suburban"
"0800808","Colorado","CO","08","Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",108362,115462,29.601,0.234,39.614092,-104.777521,3660.75470423297,"Suburban"
"0800809","Colorado","CO","08","Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",112827,118661,19.827,0.014,39.690284,-104.805475,5690.57346043274,"Suburban"
"0800810","Colorado","CO","08","Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest) PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",112878,123205,18.01,0.063,39.717067,-104.848946,6267.51804553026,"Suburban"
"0800811","Colorado","CO","08","Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",110222,120817,46.288,1.443,39.603815,-104.90216,2381.22191496716,"Suburban"
"0800812","Colorado","CO","08","Denver City (Northeast) PUMA","In metropolitan area: In central/principal city",151191,182369,78.814,0.071,39.819669,-104.779265,1918.32669322709,"Urban"
"0800813","Colorado","CO","08","Denver City (Northwest) PUMA","In metropolitan area: In central/principal city",100124,108495,16.746,0.375,39.759985,-105.018672,5978.98005493849,"Urban"
"0800814","Colorado","CO","08","Denver City (South Central) PUMA","In metropolitan area: In central/principal city",102044,113411,14.921,0.041,39.701131,-104.96575,6838.95181288117,"Urban"
"0800815","Colorado","CO","08","Denver City (Southeast) PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",154017,172022,26.187,0.011,39.688016,-104.908216,5881.42971703517,"Suburban"
"0800816","Colorado","CO","08","Denver City (Southwest) PUMA","In metropolitan area: In central/principal city",119271,132974,20.147,1.137,39.673646,-105.039139,5920.03772273788,"Urban"
"0800817","Colorado","CO","08","Jefferson County (Northeast)--Arvada City PUMA","In metropolitan area: Not in central/principal city",112651,121753,41.275,1.168,39.820789,-105.135972,2729.2792247123,"Suburban"
"0800818","Colorado","CO","08","Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",116177,123431,40.701,0.947,39.745643,-105.133946,2854.40161175401,"Suburban"
"0800819","Colorado","CO","08","Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",138358,146066,45.69,1.253,39.664151,-105.130607,3028.18997592471,"Suburban"
"0800820","Colorado","CO","08","Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",103909,111626,29.593,1.509,39.608523,-105.027021,3511.26955698983,"Suburban"
"0800821","Colorado","CO","08","Douglas (West) & Jefferson (Southeast) Counties--Highlands Ranch & Chatfield Park PUMA","In metropolitan area: Not in central/principal city",122537,131348,105.634,2.785,39.519247,-105.129859,1160.01476797243,"Suburban"
"0800822","Colorado","CO","08","Douglas County (South)--Castle Rock Town PUMA","In metropolitan area: Not in central/principal city",102075,115031,661.678,1.052,39.303612,-104.950774,154.266879055976,"Suburban"
"0800823","Colorado","CO","08","Douglas (Northeast) & Elbert (West) Counties--Parker Town & The Pinery PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",110107,125812,482.955,0.188,39.398709,-104.626528,227.986044248429,"Rural"
"0800824","Colorado","CO","08","DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast) PUMA","Metropolitan status indeterminable (mixed)",101546,117773,2354.633,22.81,39.90532,-104.309904,43.1260412981556,"Rural"
"0800900","Colorado","CO","08","La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties PUMA","Not in metropolitan area",107883,112220,10882.671,51.874,37.813756,-107.653248,9.91328323717587,"Rural"
"0801001","Colorado","CO","08","Mesa County (Central)--Greater Grand Junction & Fruita Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",128898,130620,133.661,2.045,39.110794,-108.54319,964.365072833512,"Rural"
"0801002","Colorado","CO","08","Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties PUMA","Metropolitan status indeterminable (mixed)",101848,101760,8406.263,21.185,38.593273,-108.300734,12.1157284753047,"Rural"
"0804101","Colorado","CO","08","El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",111548,123599,2320.883,3.606,38.829125,-104.64735,48.0627416375578,"Rural"
"0804102","Colorado","CO","08","El Paso County (West Central)--Colorado Springs City (West) PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",107035,108696,54.026,0.207,38.847805,-104.855999,1981.17573020398,"Rural"
"0804103","Colorado","CO","08","El Paso County (Central)--Colorado Springs City (Central) PUMA","In metropolitan area: In central/principal city",102746,110614,29.965,0.105,38.871956,-104.785414,3428.86701151343,"Urban"
"0804104","Colorado","CO","08","El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",108283,116836,25.436,0.003,38.896903,-104.721537,4257.07658436861,"Suburban"
"0804105","Colorado","CO","08","El Paso County (Central)--Colorado Springs City (South) & Security-Widefield PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",109521,118071,48.98,0.5,38.782955,-104.725333,2236.03511637403,"Suburban"
"0804106","Colorado","CO","08","El Paso County (North Central)--Colorado Springs City (North) & Monument Town PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",106480,120636,204.567,0.234,39.034543,-104.68756,520.514061407754,"Rural"
"0900100","Connecticut","CT","09","Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",167187,173151,186.902,10.173,41.407879,-73.453974,894.516912606607,"Rural"
"0900101","Connecticut","CT","09","Fairfield, New Canaan, Wilton, Weston & Easton Towns PUMA","In metropolitan area: Not in central/principal city",114873,118624,126.12,4.417,41.2092,-73.368822,910.823025689819,"Suburban"
"0900102","Connecticut","CT","09","Stamford & Greenwich Towns PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",183814,191573,85.261,10.973,41.078673,-73.601332,2155.89777272141,"Suburban"
"0900103","Connecticut","CT","09","Norwalk, Westport & Darien Towns PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",132726,138115,55.473,177.54,41.040485,-73.335618,2392.62343842951,"Suburban"
"0900104","Connecticut","CT","09","Bridgeport Town PUMA","In metropolitan area: In central/principal city",144229,147476,15.974,3.366,41.187386,-73.195734,9028.98459997496,"Urban"
"0900105","Connecticut","CT","09","Stratford, Shelton, Trumbull, Newtown & Monroe Towns PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",174000,178011,155.161,5.564,41.326823,-73.21888,1121.41581969696,"Rural"
"0900300","Connecticut","CT","09","Hartford County (North) PUMA","In metropolitan area: Not in central/principal city",157346,158085,259.719,6.353,41.945745,-72.699723,605.831687323607,"Suburban"
"0900301","Connecticut","CT","09","Manchester & East Hartford Towns PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",109493,108960,45.399,1.014,41.771899,-72.561442,2411.79321130421,"Suburban"
"0900302","Connecticut","CT","09","Hartford Town PUMA","In metropolitan area: In central/principal city",124775,124266,17.381,0.675,41.766045,-72.683339,7178.81594844946,"Urban"
"0900303","Connecticut","CT","09","West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",160995,162834,157.579,2.606,41.813379,-72.824094,1021.6780154716,"Rural"
"0900304","Connecticut","CT","09","Bristol, Southington & Burlington Towns PUMA","In metropolitan area: Not in central/principal city",112847,114070,92.064,1.801,41.676122,-72.924984,1225.74513381995,"Suburban"
"0900305","Connecticut","CT","09","New Britain, Berlin & Plainville Towns PUMA","In metropolitan area: Not in central/principal city",110788,111473,49.428,0.804,41.631126,-72.806183,2241.40163470098,"Suburban"
"0900306","Connecticut","CT","09","Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns PUMA","In metropolitan area: Not in central/principal city",117770,118155,113.527,2.274,41.676297,-72.575799,1037.37436909281,"Suburban"
"0900500","Connecticut","CT","09","Litchfield County PUMA","Not in metropolitan area",189927,184396,920.56,24.002,41.791897,-73.235428,206.316807160859,"Rural"
"0900700","Connecticut","CT","09","Middlesex County PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",165676,164229,369.301,69.762,41.434525,-72.524227,448.620501975353,"Rural"
"0900900","Connecticut","CT","09","New Haven County (Northwest) PUMA","In metropolitan area: Not in central/principal city",133419,133627,183.191,3.777,41.493101,-73.073905,728.305429851903,"Suburban"
"0900901","Connecticut","CT","09","Waterbury Town PUMA","In metropolitan area: Not in central/principal city",110366,109162,28.519,0.423,41.5585,-73.036685,3869.91128721203,"Suburban"
"0900902","Connecticut","CT","09","Meriden, Wallingford & North Haven Towns PUMA","In metropolitan area: Not in central/principal city",130096,129092,83.673,1.469,41.462469,-72.815065,1554.81457578908,"Suburban"
"0900903","Connecticut","CT","09","Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns PUMA","In metropolitan area: Not in central/principal city",124204,124035,98.179,2.405,41.382502,-72.994911,1265.07705313764,"Suburban"
"0900904","Connecticut","CT","09","West Haven, Milford & Orange Towns PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",122279,122575,50.103,4.51,41.252745,-73.026368,2440.55246192843,"Suburban"
"0900905","Connecticut","CT","09","New Haven Town PUMA","In metropolitan area: In central/principal city",129779,131348,18.679,2.237,41.308507,-72.922924,6947.85588093581,"Urban"
"0900906","Connecticut","CT","09","East Haven, Branford, Guilford, Madison & North Branford Towns PUMA","In metropolitan area: Not in central/principal city",112334,112039,142.162,242.73,41.190339,-72.766056,790.183030627031,"Suburban"
"0901100","Connecticut","CT","09","New London County (North) PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",139086,137635,467.504,14.168,41.543525,-72.084414,297.507614908108,"Rural"
"0901101","Connecticut","CT","09","New London County (South) PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",134969,133531,197.374,92.653,41.343352,-72.144503,683.823603919463,"Rural"
"0901300","Connecticut","CT","09","Tolland County PUMA","In metropolitan area: Not in central/principal city",152691,151188,410.214,6.833,41.858076,-72.340977,372.222791031023,"Suburban"
"0901500","Connecticut","CT","09","Windham County PUMA","In metropolitan area: Not in central/principal city",118428,116828,512.91,8.53,41.824999,-71.990702,230.894308943089,"Suburban"
"1000101","Delaware","DE","10","New Castle County (East Central)--Wilmington City PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",108214,108386,22.889,2.134,39.731648,-75.563784,4727.77316614968,"Suburban"
"1000102","Delaware","DE","10","New Castle County (North)--Hockessin PUMA","In metropolitan area: Not in central/principal city",145071,148445,84.8,2.297,39.785398,-75.598917,1710.7429245283,"Suburban"
"1000103","Delaware","DE","10","New Castle County (West Central)--Newark City & Brookside PUMA","In metropolitan area: Not in central/principal city",144597,148043,58.386,0.26,39.682916,-75.693226,2476.56972561916,"Suburban"
"1000104","Delaware","DE","10","New Castle County (South)--Middletown Town, Bear & Glasgow PUMA","In metropolitan area: Not in central/principal city",140597,150012,260.211,63.026,39.481606,-75.62979,540.319202493361,"Suburban"
"1000200","Delaware","DE","10","Kent County--Dover City PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",162310,173373,586.179,212.152,39.097088,-75.502982,276.894941647517,"Rural"
"1000300","Delaware","DE","10","Sussex County PUMA","In metropolitan area: Not in central/principal city",197145,215473,936.079,260.312,38.677511,-75.335495,210.607224390249,"Suburban"
"1100101","District of Columbia","DC","11","District of Columbia (West) PUMA","In metropolitan area: In central/principal city",106024,110751,14.211,0.832,38.937758,-77.073236,7460.69945816621,"Urban"
"1100102","District of Columbia","DC","11","District of Columbia (North) PUMA","In metropolitan area: In central/principal city",112600,126333,9.533,0.076,38.954697,-77.02482,11811.6018042589,"Urban"
"1100103","District of Columbia","DC","11","District of Columbia (Northeast) PUMA","In metropolitan area: In central/principal city",103901,116889,11.065,0.387,38.912802,-76.982277,9390.05874378672,"Urban"
"1100104","District of Columbia","DC","11","District of Columbia (East) PUMA","In metropolitan area: In central/principal city",140006,160060,16.398,3.651,38.860413,-76.978933,8537.99243810221,"Urban"
"1100105","District of Columbia","DC","11","District of Columbia (Central) PUMA","In metropolitan area: In central/principal city",139192,158358,9.842,2.345,38.89341,-77.027094,14142.6539321276,"Urban"
"1200101","Florida","FL","12","Alachua County (Central)--Gainesville City (Central) PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",142345,146848,72.696,1.349,29.662549,-82.336145,1958.08572686255,"Rural"
"1200102","Florida","FL","12","Alachua County (Outer) PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",104991,112724,802.324,92.439,29.808608,-82.504429,130.858605750295,"Rural"
"1200500","Florida","FL","12","Walton, Washington, Holmes & Bay Counties PUMA","Metropolitan status indeterminable (mixed)",268718,287437,2857.665,520.084,30.531445,-85.866559,94.0341152654352,"Rural"
"1200901","Florida","FL","12","Brevard County (Northwest)--Titusville, Rockledge & Cocoa Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",183425,188860,313.806,46.102,28.502151,-80.822533,584.5171857772,"Rural"
"1200902","Florida","FL","12","Brevard County (East)--Beaches & Merritt Island PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",115817,121020,209.149,468.003,28.414582,-80.626678,553.753544124046,"Rural"
"1200903","Florida","FL","12","Brevard County (Southwest)--Melbourne & West Melbourne Cities PUMA","In metropolitan area: Central/principal city status indeterminable (mixed)",116283,125167,348.157,15.521,28.028039,-80.761687,333.995869679484,"Rural"
